0	0	105	17	0	0	0	0	14	0	0	0	0
0	0	0	0	0	0	0	15	1	0	0	0	0
21	35	0	1	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	7	0	8	0	0
2	0	0	0	0	0	7	2	0	0	42	3	0
0	0	0	11	0	0	0	2	1	48	0	1	0
2	13	1	1	0	0	0	0	1	0	0	0	0
0	0	0	12	1	0	0	0	0	0	0	9	0
0	8	0	0	4	0	0	48	0	1	3	0	0
0	15	4	0	0	0	0	0	0	7	0	0	0
3	18	0	18	0	4	0	6	0	0	0	1	0
0	0	58	8	0	0	0	0	0	2	0	0	0
0	7	25	6	4	0	13	42	4	0	0	0	0
11	0	11	2	0	7	0	2	0	0	0	2	1
0	0	0	0	0	0	0	0	0	0	1	0	0
32	0	0	0	0	1	0	0	0	0	0	0	0
0	1	0	0	0	0	2	0	0	1	1	7	3
11	0	0	16	1	0	0	0	14	0	0	0	0
8	0	0	0	0	0	0	23	0	0	0	0	0
0	1	0	0	0	0	0	0	0	6	0	0	1
0	0	0	1	0	0	0	0	26	0	0	18	0
1	0	0	0	0	0	3	0	0	0	0	0	0
0	2	0	0	1	1	0	2	19	0	0	1	0
0	1	0	0	1	42	13	0	0	0	0	0	11
2	0	0	1	1	1	2	0	0	0	0	0	2
1	32	0	0	0	0	0	0	0	0	0	11	6
0	15	0	0	0	23	0	0	0	1	0	0	18
0	0	0	0	0	0	0	1	0	0	0	1	0
37	7	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	1	18	1	17
0	0	1	8	1	0	0	0	0	0	1	1	2
0	0	42	1	0	0	10	0	0	0	0	0	4
0	6	0	0	0	0	0	0	0	8	0	7	1
0	7	0	0	0	0	0	0	2	1	2	0	0
0	0	0	9	0	0	3	14	0	2	0	1	0
0	0	0	4	0	0	4	0	0	0	0	0	1
0	0	0	0	0	0	0	0	4	0	0	2	0
0	0	0	4	0	0	0	0	0	0	0	0	2
0	1	0	2	0	0	0	18	0	13	0	0	0
0	0	1	1	0	1	0	1	0	0	0	0	0
14	15	0	1	0	0	0	0	3	0	6	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0
15	4	0	0	0	0	0	0	0	0	0	0	0
5	1	0	0	0	1	0	0	0	0	2	0	1
0	0	0	0	0	0	1	0	105	0	25	0	1
0	12	0	0	0	0	0	8	1	0	0	0	1
0	31	3	0	0	0	0	0	0	0	0	0	0
59	0	0	1	1	26	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	1	5	1	0	1
0	58	0	1	1	0	0	0	28	0	0	0	0
21	1	0	0	0	0	1	26	0	1	0	1	0
0	0	0	0	8	3	0	0	59	3	1	0	0
0	0	0	0	1	0	60	0	0	0	1	22	0
105	0	0	0	0	1	0	0	0	0	0	31	0
0	0	0	62	0	0	0	0	0	5	0	0	2
0	0	1	0	0	0	10	0	0	0	23	1	0
0	3	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	1	19	0	0	0	0	0
0	15	0	0	1	0	0	0	0	0	6	0	0
0	0	0	0	0	1	1	0	0	1	0	37	2
0	0	0	0	0	0	1	26	0	0	1	2	1
0	1	0	0	0	0	7	0	0	0	0	0	0
1	0	19	5	62	0	0	0	0	1	0	0	0
0	1	0	0	0	1	0	9	7	0	0	0	14
3	1	3	0	0	58	0	0	0	0	2	2	25
0	0	1	0	0	0	46	0	0	0	0	0	0
0	0	4	18	0	0	0	0	1	0	0	1	0
25	0	0	1	0	9	0	1	0	0	1	0	0
0	1	3	2	0	1	0	3	8	0	1	0	0
0	0	6	0	0	0	0	0	0	24	0	0	0
0	0	0	0	0	21	0	1	0	0	7	0	0
0	1	0	0	0	0	128	0	0	0	17	0	1
9	15	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	21	0	0	0	0
0	0	0	0	0	0	0	8	1	0	0	0	0
23	0	0	0	0	2	0	0	0	0	6	0	35
0	0	0	0	19	1	0	0	15	2	0	0	0
0	32	0	0	0	2	0	0	0	0	0	1	42
1	4	0	18	0	0	0	0	49	0	0	3	0
0	0	0	0	1	0	1	4	4	0	0	47	2
0	105	0	9	0	0	1	0	0	0	1	0	0
1	0	0	3	0	0	0	3	0	0	0	0	1
15	0	0	7	2	59	6	0	0	0	1	0	0
0	0	1	1	1	7	13	0	0	0	0	14	0
27	14	0	52	13	1	0	0	3	1	0	4	26
0	0	0	42	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	11	0	0	0	1
0	0	0	1	0	0	42	2	0	3	11	0	0
0	8	32	26	3	0	0	0	4	0	1	0	0
0	0	0	25	7	0	4	0	42	6	1	0	2
0	15	0	1	0	0	0	0	0	0	0	0	0
0	0	9	0	3	0	0	0	1	0	0	0	0
0	0	0	1	0	8	0	0	1	0	0	4	0
0	0	0	0	46	0	0	0	0	0	0	0	0
0	0	13	0	0	6	0	0	0	0	4	0	0
0	0	5	0	0	0	1	0	0	0	3	0	9
1	0	0	0	2	1	0	0	1	1	1	0	1
0	0	0	0	0	0	0	0	17	1	0	3	8
0	4	0	0	0	0	0	0	0	0	0	7	8
0	0	60	1	0	22	0	13	0	0	0	7	4
